Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
AppendByteString/ExMemory 500/ExMemory 2250,2.3259795885293133e-6,2.309104426745088e-6,2.3682799424341376e-6,8.500012319754047e-8,4.302273521434692e-8,1.5023861562588229e-7
AppendByteString/ExMemory 500/ExMemory 2500,2.5455586313416975e-6,2.4873509105894986e-6,2.662353943043757e-6,2.5912431576160696e-7,1.5815616848696255e-7,3.9406459205881146e-7
AppendByteString/ExMemory 500/ExMemory 2750,2.66583818390665e-6,2.6117480490476617e-6,2.7517150991110423e-6,2.544458817106829e-7,1.680221157016866e-7,3.77282688276276e-7
AppendByteString/ExMemory 500/ExMemory 3000,3.3359181629040304e-6,3.114511563109335e-6,3.6171138273574665e-6,9.48237085917917e-7,6.572294348643909e-7,1.5063847987119437e-6
AppendByteString/ExMemory 500/ExMemory 3250,3.1016694795714993e-6,3.0366557490851475e-6,3.2739115049635994e-6,3.4417961163186357e-7,1.725712061198815e-7,6.375444572845942e-7
AppendByteString/ExMemory 500/ExMemory 3500,3.54592436029814e-6,3.386687301740373e-6,3.701981496217147e-6,5.568126828691125e-7,4.389732920726202e-7,7.397706419889872e-7
AppendByteString/ExMemory 500/ExMemory 3750,3.560162603170755e-6,3.4054199793783677e-6,3.851461956938781e-6,7.36685322869347e-7,4.843033323551335e-7,1.0369590382712679e-6
AppendByteString/ExMemory 500/ExMemory 4000,3.414117851029407e-6,3.341722623479645e-6,3.5878968462485137e-6,3.579219129790306e-7,6.308735105989459e-8,6.915118868456716e-7
AppendByteString/ExMemory 500/ExMemory 4250,3.5844411122550586e-6,3.5414028067260863e-6,3.6848083817454247e-6,2.040331966047483e-7,5.416983379401037e-8,3.580057673419682e-7
AppendByteString/ExMemory 500/ExMemory 4500,4.097165547279912e-6,3.8987886619118065e-6,4.389037799395036e-6,7.561353358296463e-7,4.874883898979787e-7,1.20709369572193e-6
AppendByteString/ExMemory 500/ExMemory 4750,3.734958998061689e-6,3.6293777172563565e-6,4.004026988793498e-6,5.877127451023826e-7,3.8030850326657415e-7,9.8009713045938e-7
AppendByteString/ExMemory 500/ExMemory 5000,4.010992544394624e-6,3.823470774256978e-6,4.380617600057279e-6,8.661790671208656e-7,4.091934801157567e-7,1.4163071486213419e-6
AppendByteString/ExMemory 750/ExMemory 0,1.0746279922220365e-6,1.0666887064593828e-6,1.1006060398663162e-6,4.2140540299238707e-8,1.7790336669476455e-8,8.392108398715843e-8
AppendByteString/ExMemory 750/ExMemory 250,1.7012246572165724e-6,1.6321223559374839e-6,1.8246650433186597e-6,2.9803527085010184e-7,1.5307381311815765e-7,4.971799414773453e-7
AppendByteString/ExMemory 750/ExMemory 500,1.759315009050532e-6,1.7245840272363135e-6,1.8113567332589964e-6,1.420675841639224e-7,6.874671479505965e-8,2.098402006404817e-7
AppendByteString/ExMemory 750/ExMemory 750,1.826965270686153e-6,1.8178125416669722e-6,1.8422890987016355e-6,4.244805135340621e-8,3.174486402226304e-8,6.551353932564229e-8
AppendByteString/ExMemory 750/ExMemory 1000,2.1044560114893116e-6,2.002692644850492e-6,2.240870527939765e-6,3.807005855370098e-7,3.0333208324875546e-7,4.666987109626465e-7
AppendByteString/ExMemory 750/ExMemory 1250,2.3671914431227854e-6,2.230501969840471e-6,2.5798074923959556e-6,6.083314628494951e-7,4.860550417504515e-7,7.52698004239631e-7
AppendByteString/ExMemory 750/ExMemory 1500,2.327176517377051e-6,2.134854001274101e-6,2.598563673958811e-6,6.900287036466687e-7,4.765022169216841e-7,8.782152777431355e-7
AppendByteString/ExMemory 750/ExMemory 1750,2.1179101230353544e-6,2.100438012415529e-6,2.1452544492493786e-6,7.168672127732313e-8,4.616387760274428e-8,1.2490565232839378e-7
AppendByteString/ExMemory 750/ExMemory 2000,2.592420620894845e-6,2.439513497583696e-6,2.786476878115739e-6,5.907192149952283e-7,4.264833711253398e-7,7.894438845134876e-7
AppendByteString/ExMemory 750/ExMemory 2250,2.5557229746734556e-6,2.4625436487993302e-6,2.7176455236348293e-6,4.308868730507572e-7,2.7139327917919605e-7,5.940062715714548e-7
AppendByteString/ExMemory 750/ExMemory 2500,3.0948368034644377e-6,2.9104982967941714e-6,3.467926748910494e-6,8.37556436532368e-7,5.437231183448992e-7,1.4562944896077167e-6
AppendByteString/ExMemory 750/ExMemory 2750,2.7446309620513503e-6,2.7213218314607505e-6,2.817395977851444e-6,1.155454891650603e-7,7.473136670409593e-8,1.965413102974545e-7
AppendByteString/ExMemory 750/ExMemory 3000,3.191673347826214e-6,3.059477169121473e-6,3.6053103112344594e-6,6.904168456710585e-7,2.915671883147173e-7,1.4328381659053394e-6
AppendByteString/ExMemory 750/ExMemory 3250,3.4001378492518223e-6,3.2618445491547707e-6,3.618075685885563e-6,5.971042690493683e-7,3.9174161862262065e-7,8.559158211344038e-7
AppendByteString/ExMemory 750/ExMemory 3500,3.435246075528052e-6,3.304594301880562e-6,3.5575190748941544e-6,4.842783088466856e-7,2.758331715012706e-7,6.588648819979077e-7
AppendByteString/ExMemory 750/ExMemory 3750,3.726992510306346e-6,3.5477488207653176e-6,4.035167902524302e-6,7.942473121944189e-7,5.837314460699485e-7,1.1246287899205238e-6
AppendByteString/ExMemory 750/ExMemory 4000,3.299149070187674e-6,3.257834320838317e-6,3.3706339286660493e-6,1.9112752336186895e-7,5.436469533181764e-8,2.8907400630185e-7
AppendByteString/ExMemory 750/ExMemory 4250,3.4417325580706508e-6,3.3885709383031187e-6,3.579985556334657e-6,2.690537500747396e-7,1.5875131014605088e-7,4.908724219041862e-7
AppendByteString/ExMemory 750/ExMemory 4500,4.015584958588873e-6,3.795105078561051e-6,4.314033247916675e-6,8.933430623332159e-7,6.116937816733285e-7,1.3148144445383322e-6
AppendByteString/ExMemory 750/ExMemory 4750,3.868289679996058e-6,3.744508635501187e-6,3.999182499587968e-6,4.1989851999666685e-7,2.9932253773322057e-7,5.217274078462959e-7
AppendByteString/ExMemory 750/ExMemory 5000,4.2308125141723726e-6,4.024346999458225e-6,4.5407846300668836e-6,8.328579603286186e-7,5.832682626743139e-7,1.1112102780635225e-6
AppendByteString/ExMemory 1000/ExMemory 0,1.104920411029699e-6,1.0765113222682835e-6,1.143214808732845e-6,1.112062807528783e-7,7.7748160816522e-8,1.4571035258768586e-7
AppendByteString/ExMemory 1000/ExMemory 250,1.866515939269552e-6,1.7671846026222336e-6,2.008536121151763e-6,3.6597538041276526e-7,2.738551703627937e-7,4.930104827433038e-7
AppendByteString/ExMemory 1000/ExMemory 500,1.8411928934232389e-6,1.8285622838537101e-6,1.8844179908669591e-6,6.949686358824478e-8,3.704108309581325e-8,1.2414621107766615e-7
AppendByteString/ExMemory 1000/ExMemory 750,1.9594763126446976e-6,1.915964775075026e-6,2.038099416262902e-6,1.917993310103529e-7,1.2875739804798765e-7,3.0765832785651136e-7
AppendByteString/ExMemory 1000/ExMemory 1000,1.935359104709121e-6,1.8940909647242956e-6,1.9983558655194198e-6,1.5796384094820463e-7,1.0647728191660467e-7,2.7603746399599395e-7
AppendByteString/ExMemory 1000/ExMemory 1250,2.054154973098607e-6,2.0280597556493104e-6,2.1314552884374407e-6,1.2935723234343632e-7,5.7992472127639076e-8,2.839551351786042e-7
AppendByteString/ExMemory 1000/ExMemory 1500,2.23813891608527e-6,2.1383798388570305e-6,2.4317024343166934e-6,4.605422315717125e-7,2.6409986330411105e-7,7.620160572524884e-7
AppendByteString/ExMemory 1000/ExMemory 1750,2.383198491884295e-6,2.3386732811158014e-6,2.476881997759968e-6,1.9248379911228478e-7,1.0714757434244568e-7,3.2204525170902564e-7
AppendByteString/ExMemory 1000/ExMemory 2000,2.4428403821380468e-6,2.4109490606079636e-6,2.5029401177118583e-6,1.529555184505952e-7,5.252070838847445e-8,2.440775701904607e-7
AppendByteString/ExMemory 1000/ExMemory 2250,3.140570126674671e-6,2.912131036058589e-6,3.4694567515210937e-6,9.33929355065327e-7,7.580930242636813e-7,1.129463505788729e-6
AppendByteString/ExMemory 1000/ExMemory 2500,2.8379596324874563e-6,2.7660844742291045e-6,2.9425867973942738e-6,3.081283266917812e-7,1.851688736339043e-7,4.64880898341946e-7
AppendByteString/ExMemory 1000/ExMemory 2750,3.234833385041929e-6,3.1002922532765558e-6,3.480379805731642e-6,5.306870049941821e-7,3.261203312219358e-7,8.159884138502928e-7
AppendByteString/ExMemory 1000/ExMemory 3000,3.6803422822370265e-6,3.4593534106084132e-6,3.970910603229597e-6,8.62089245241166e-7,6.589296999050977e-7,1.1304376635735183e-6
AppendByteString/ExMemory 1000/ExMemory 3250,3.4948497069949017e-6,3.3614328114382805e-6,3.8119717938449697e-6,6.464794935718235e-7,3.3536261834446975e-7,1.104659158652948e-6
AppendByteString/ExMemory 1000/ExMemory 3500,3.4986613216144015e-6,3.414877591685856e-6,3.6945352812812085e-6,3.738500425246446e-7,2.7064602435989364e-7,5.499309399960869e-7
AppendByteString/ExMemory 1000/ExMemory 3750,3.540441025934152e-6,3.419243278011739e-6,3.722900127604577e-6,5.10527112551291e-7,2.9947408572717674e-7,7.743877796664015e-7
AppendByteString/ExMemory 1000/ExMemory 4000,3.74778469791363e-6,3.64606637735999e-6,3.906118453424648e-6,4.0608496452113967e-7,2.8440365332778973e-7,5.758087648745728e-7
AppendByteString/ExMemory 1000/ExMemory 4250,3.957769148594808e-6,3.7150567178854e-6,4.338471626269475e-6,1.0780079648606113e-6,5.132733106502572e-7,1.7519299851117814e-6
AppendByteString/ExMemory 1000/ExMemory 4500,4.018804659233368e-6,3.8707297238839055e-6,4.403389154069367e-6,7.864354022127296e-7,4.7230843221557926e-7,1.3177253857792536e-6
AppendByteString/ExMemory 1000/ExMemory 4750,4.725906535556239e-6,4.4040488560471915e-6,5.079541478753529e-6,1.1868939082197457e-6,8.797635720045762e-7,1.4695699178914153e-6
AppendByteString/ExMemory 1000/ExMemory 5000,5.064743262692196e-6,4.701728166817135e-6,5.484748109210801e-6,1.4750582744352575e-6,1.1769059568720415e-6,2.1211350352817905e-6
AppendByteString/ExMemory 1250/ExMemory 0,1.1410778464202455e-6,1.1130415891854174e-6,1.198439206529344e-6,1.3050976708339166e-7,9.821797351948545e-8,1.69318716972175e-7
AppendByteString/ExMemory 1250/ExMemory 250,1.9013344056467297e-6,1.8355227491451966e-6,2.002202091070249e-6,2.69536279934643e-7,2.0727864725405951e-7,3.949983822930209e-7
AppendByteString/ExMemory 1250/ExMemory 500,1.972890061603419e-6,1.96347588690423e-6,1.9968068765069827e-6,4.496167400298151e-8,2.3443596411203594e-8,8.95146808687709e-8
AppendByteString/ExMemory 1250/ExMemory 750,2.0185167390746584e-6,1.9694634025073837e-6,2.143793689470485e-6,2.142795192561533e-7,1.1161889201003765e-7,3.837238451091755e-7
AppendByteString/ExMemory 1250/ExMemory 1000,2.2093544333570313e-6,2.1367817639468745e-6,2.337228524577529e-6,3.269139460858039e-7,1.763390457025685e-7,4.835645705718878e-7
AppendByteString/ExMemory 1250/ExMemory 1250,2.2523137261083563e-6,2.180140399583502e-6,2.3798320301159317e-6,2.873403000672125e-7,1.7255752611782086e-7,4.3493663371242344e-7
AppendByteString/ExMemory 1250/ExMemory 1500,2.2460380229188574e-6,2.227684974438659e-6,2.299590274769869e-6,9.557910948032721e-8,4.258986155471996e-8,1.9704620849008852e-7
AppendByteString/ExMemory 1250/ExMemory 1750,3.0661193317088193e-6,2.806255506978701e-6,3.608964897208133e-6,1.1605073396756125e-6,7.735427988406913e-7,2.0438823048585736e-6
AppendByteString/ExMemory 1250/ExMemory 2000,2.7799557152452487e-6,2.690968649133228e-6,2.899310627814889e-6,3.573476044464777e-7,2.4755453840889437e-7,4.583739874453127e-7
AppendByteString/ExMemory 1250/ExMemory 2250,3.3099645466913652e-6,3.0689324595267584e-6,4.002227503112848e-6,1.2414740170520438e-6,4.601570718513239e-7,2.4427154365705584e-6
AppendByteString/ExMemory 1250/ExMemory 2500,3.0604374650818554e-6,3.0250219403147577e-6,3.1374266559799494e-6,1.8107415765484311e-7,9.928251136099385e-8,2.984915648909788e-7
AppendByteString/ExMemory 1250/ExMemory 2750,3.419603888029024e-6,3.2960687304986203e-6,3.5959938188140493e-6,4.898023054493808e-7,3.956574595008349e-7,6.378529265446572e-7
AppendByteString/ExMemory 1250/ExMemory 3000,3.3922790401121657e-6,3.292117408015453e-6,3.558250617998719e-6,4.164508502333354e-7,3.06835361015931e-7,5.822263143082717e-7
AppendByteString/ExMemory 1250/ExMemory 3250,3.8036892475689094e-6,3.6145015238495266e-6,4.040285750815476e-6,6.575313736223267e-7,5.036338200336943e-7,8.648192687626046e-7
AppendByteString/ExMemory 1250/ExMemory 3500,3.5848306532492895e-6,3.398077494188856e-6,3.851809368209542e-6,7.857882836786707e-7,5.695582748692917e-7,1.0524019687864947e-6
AppendByteString/ExMemory 1250/ExMemory 3750,4.028992458241253e-6,3.7219236558650327e-6,4.4140359447273586e-6,1.2382731013373103e-6,9.358731580055504e-7,1.5149188478080624e-6
AppendByteString/ExMemory 1250/ExMemory 4000,3.880660447382278e-6,3.7517516619813564e-6,4.1229597840495954e-6,5.728934605492564e-7,4.172127967134487e-7,7.823685506326625e-7
AppendByteString/ExMemory 1250/ExMemory 4250,3.95972009960774e-6,3.813405004506571e-6,4.2093581962554485e-6,6.166142260197908e-7,4.253540056901461e-7,8.570961045309689e-7
AppendByteString/ExMemory 1250/ExMemory 4500,4.526831837463219e-6,4.221150463332058e-6,4.966188350720752e-6,1.1514750129256608e-6,7.38196752171359e-7,1.5325223285400846e-6
AppendByteString/ExMemory 1250/ExMemory 4750,4.14144745889071e-6,4.025777549679363e-6,4.327971571607501e-6,4.558245353020309e-7,3.337697132036968e-7,6.378741105228901e-7
AppendByteString/ExMemory 1250/ExMemory 5000,4.39765165574529e-6,4.185126156252877e-6,4.660174899374747e-6,7.62040257728146e-7,5.181825662856646e-7,9.839054964777656e-7
AppendByteString/ExMemory 1500/ExMemory 0,1.0408646746240626e-6,1.0178147748920824e-6,1.0647946758349666e-6,7.989300873115747e-8,5.86850512019077e-8,1.202737914619001e-7
AppendByteString/ExMemory 1500/ExMemory 250,2.003253134183686e-6,1.986787617062725e-6,2.0292545944715547e-6,7.66380900491286e-8,3.273855532934035e-8,1.204983790712907e-7
AppendByteString/ExMemory 1500/ExMemory 500,2.3543227033012264e-6,2.2294616371981156e-6,2.5015270781233067e-6,4.3603541488582305e-7,2.800210128468809e-7,6.047878031356342e-7
AppendByteString/ExMemory 1500/ExMemory 750,2.0398664989403056e-6,1.985141669348341e-6,2.1058943920542516e-6,2.1434454802898735e-7,1.616013802331332e-7,2.9804770395449774e-7
AppendByteString/ExMemory 1500/ExMemory 1000,2.160787347824997e-6,2.127001005632482e-6,2.268641462635055e-6,1.937832056906041e-7,4.771509930116054e-8,4.0357337290748046e-7
AppendByteString/ExMemory 1500/ExMemory 1250,2.3258871209800636e-6,2.26787470937966e-6,2.485321612066174e-6,3.0218355766234213e-7,9.086495531445424e-8,6.10152053995867e-7
AppendByteString/ExMemory 1500/ExMemory 1500,2.538639633376194e-6,2.443470998664391e-6,2.838427401438645e-6,5.109086335025523e-7,8.738322370971289e-8,1.0437579500735892e-6
AppendByteString/ExMemory 1500/ExMemory 1750,2.589240209979847e-6,2.5610134302990513e-6,2.679399591377966e-6,1.4897418370973285e-7,5.345706074387583e-8,2.981002064045788e-7
AppendByteString/ExMemory 1500/ExMemory 2000,3.0781534382622544e-6,2.9097692630787784e-6,3.650002442276848e-6,9.352085423157176e-7,3.313851657265241e-7,1.8833371844647384e-6
AppendByteString/ExMemory 1500/ExMemory 2250,3.2109037971615175e-6,3.117255863250582e-6,3.3777518988292324e-6,4.2514945234851217e-7,2.965934507921012e-7,5.784579583062649e-7
AppendByteString/ExMemory 1500/ExMemory 2500,3.5306728198733364e-6,3.3242241584599495e-6,4.109254343128307e-6,1.1653695333466857e-6,3.1206419592639313e-7,2.395127402606652e-6
AppendByteString/ExMemory 1500/ExMemory 2750,3.6915364988073475e-6,3.4805642070727792e-6,4.016336697133923e-6,8.673505651713573e-7,6.457581429993222e-7,1.1585994671697218e-6
AppendByteString/ExMemory 1500/ExMemory 3000,3.424411445616938e-6,3.3173548216807224e-6,3.666020459402426e-6,4.943724215716188e-7,1.2211671594492055e-7,8.934562748602168e-7
AppendByteString/ExMemory 1500/ExMemory 3250,3.787803850426471e-6,3.605932049490139e-6,4.091404260970582e-6,7.359549081101423e-7,4.402704539519783e-7,1.1742062058726928e-6
AppendByteString/ExMemory 1500/ExMemory 3500,3.3279731402356134e-6,3.3066969220752094e-6,3.356562764724979e-6,8.312116942378621e-8,5.124458160332782e-8,1.3478777604461088e-7
AppendByteString/ExMemory 1500/ExMemory 3750,4.31330306594977e-6,3.998302726568918e-6,4.840762556615808e-6,1.4454935734702783e-6,8.311519810440572e-7,2.4733420881796962e-6
AppendByteString/ExMemory 1500/ExMemory 4000,4.171439458762815e-6,3.913834162079343e-6,4.444292401585446e-6,8.814247618471312e-7,6.65043558918323e-7,1.0511322015197913e-6
AppendByteString/ExMemory 1500/ExMemory 4250,3.894268796021282e-6,3.7616816355141036e-6,4.379044871473033e-6,7.106662234436779e-7,9.299811175651025e-8,1.4471907177192406e-6
AppendByteString/ExMemory 1500/ExMemory 4500,4.697844987140993e-6,4.403689657531461e-6,5.18112415785277e-6,1.215269280939661e-6,8.264723708644162e-7,1.5941342334372942e-6
AppendByteString/ExMemory 1500/ExMemory 4750,4.8571292037614434e-6,4.514098238885314e-6,5.341318248987241e-6,1.3493375091273179e-6,9.83582806139663e-7,1.7067590879562126e-6
AppendByteString/ExMemory 1500/ExMemory 5000,4.542036810269429e-6,4.301310925072891e-6,5.142948729100847e-6,1.19128727229727e-6,7.369661646691574e-7,1.75289070092122e-6
AppendByteString/ExMemory 1750/ExMemory 0,1.088151721798894e-6,1.0521102668486584e-6,1.1972065292708507e-6,1.858071725313731e-7,8.145956586015567e-8,3.614408076325981e-7
AppendByteString/ExMemory 1750/ExMemory 250,1.9205592591246612e-6,1.8946889045189149e-6,1.9501996213263963e-6,9.968331836892423e-8,9.27674152854915e-8,1.0910350516440025e-7
AppendByteString/ExMemory 1750/ExMemory 500,2.334997883827622e-6,2.2366567310214265e-6,2.502357783154162e-6,4.4159636869078553e-7,3.151566457816078e-7,6.165095541171729e-7
AppendByteString/ExMemory 1750/ExMemory 750,2.1963299566466646e-6,2.0696312818952697e-6,2.388698355912304e-6,5.528473266602605e-7,3.3788539006890134e-7,7.484369538623611e-7
AppendByteString/ExMemory 1750/ExMemory 1000,2.7166872493607077e-6,2.4793691907098252e-6,3.0827421965390004e-6,8.898668308063373e-7,5.389425628540211e-7,1.3765278342842666e-6
AppendByteString/ExMemory 1750/ExMemory 1250,2.5620818271410753e-6,2.42648770986061e-6,2.8240518789475134e-6,5.944844265354422e-7,3.638443507679043e-7,8.665742136899435e-7
AppendByteString/ExMemory 1750/ExMemory 1500,2.844613850636609e-6,2.7138056597010223e-6,3.0896896999901225e-6,5.789705946059359e-7,3.9669752941533417e-7,7.849140453525997e-7
AppendByteString/ExMemory 1750/ExMemory 1750,2.830552673356763e-6,2.7842415644851017e-6,2.920429201545722e-6,2.0342601331274437e-7,1.0561513824543608e-7,3.575689679855615e-7
AppendByteString/ExMemory 1750/ExMemory 2000,3.0560380590222424e-6,2.9948104016010567e-6,3.132974356598093e-6,2.3214698951243342e-7,1.32654283801233e-7,3.017111017632636e-7
AppendByteString/ExMemory 1750/ExMemory 2250,3.643338934183742e-6,3.3585653608225215e-6,3.999253527598671e-6,9.938353916844057e-7,6.788633640088682e-7,1.30158535850903e-6
AppendByteString/ExMemory 1750/ExMemory 2500,3.324896008368758e-6,3.2847120931403472e-6,3.4701375690988863e-6,2.2804224617192137e-7,4.4135398019919626e-8,4.769253236701961e-7
AppendByteString/ExMemory 1750/ExMemory 2750,3.395514610304181e-6,3.3402407370640248e-6,3.5008977516390785e-6,2.5832782967492763e-7,1.5232056977319886e-7,4.093402120840723e-7
AppendByteString/ExMemory 1750/ExMemory 3000,3.408915499878833e-6,3.303230424103561e-6,3.5766802934133546e-6,4.268835137217031e-7,2.59419151191423e-7,6.627286297249472e-7
AppendByteString/ExMemory 1750/ExMemory 3250,3.909101542841327e-6,3.734165357195876e-6,4.1330730944793e-6,6.532793786162732e-7,4.972413092335158e-7,9.424331131046318e-7
AppendByteString/ExMemory 1750/ExMemory 3500,4.015932326073235e-6,3.7999574364779614e-6,4.287330241008321e-6,7.254311449736222e-7,5.866075793846377e-7,8.909053060335125e-7
AppendByteString/ExMemory 1750/ExMemory 3750,4.129629134344341e-6,3.9324376459371716e-6,4.4121454317734375e-6,8.445432774718464e-7,6.423354496306958e-7,1.190492797191991e-6
AppendByteString/ExMemory 1750/ExMemory 4000,3.790456980821308e-6,3.755481912924392e-6,3.917009005115857e-6,1.9946194613657348e-7,3.619507392934127e-8,4.167767271270313e-7
AppendByteString/ExMemory 1750/ExMemory 4250,4.291327851555486e-6,4.108745625038745e-6,4.58061491563053e-6,8.121427207225499e-7,5.937236971347959e-7,1.1536031683191401e-6
